,Alpha,CMA,HML,Mkt-RF,RMW,SMB,STR,WML,Weight,fund,model,Name
752,0.0010922520758095849,0.6737516620647668,0.21719392662909795,1.071091121557045,1.234859344941638,1.7338206486765924,0.31338733111866385,-0.2725860869656144,0.001777,BOSVX,full,SHOE CARNIVAL INC ORD
752,0.0012506604396090935,,0.5938340836340513,0.9565336942769304,,1.744697937560812,,,0.001777,BOSVX,ff3,SHOE CARNIVAL INC ORD
752,0.001116748713421108,0.6592899522871799,0.3974493700365416,1.1231020752305716,1.259644085296288,1.8480233689366,,,0.001777,BOSVX,ff5,SHOE CARNIVAL INC ORD
752,0.0012978667334513129,,0.3310878451690765,0.9586645051908964,,1.6201024080379465,,-0.43821049381366706,0.001777,BOSVX,carhart,SHOE CARNIVAL INC ORD
752,0.0007021664475946886,,,0.918974628082231,,,,,0.001777,BOSVX,capm,SHOE CARNIVAL INC ORD
753,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0017699999999999999,BOSVX,full,VALARIS PLC ORD
753,0.0,,0.0,1.0,,0.0,,,0.0017699999999999999,BOSVX,ff3,VALARIS PLC ORD
753,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0017699999999999999,BOSVX,ff5,VALARIS PLC ORD
753,0.0,,0.0,1.0,,0.0,,0.0,0.0017699999999999999,BOSVX,carhart,VALARIS PLC ORD
753,0.0,,,1.0,,,,,0.0017699999999999999,BOSVX,capm,VALARIS PLC ORD
754,0.0017020073587214256,0.8369951862928559,-0.13921505822941346,0.7584839669420125,0.5331847339381308,0.235160630739362,0.06432969247609074,-0.132572196297993,0.001766,BOSVX,full,RENT-A-CENTER INC ORD
754,0.0017813029814269144,,0.2205161724280711,0.6330710310741969,,0.24546835040508672,,,0.001766,BOSVX,ff3,RENT-A-CENTER INC ORD
754,0.00169677266375274,0.8522775631592237,-0.062264909661927076,0.7719335338062869,0.5525253876356869,0.28137660684114857,,,0.001766,BOSVX,ff5,RENT-A-CENTER INC ORD
754,0.0018056949959175301,,0.08475228303213903,0.634172044656494,,0.18108846132201295,,-0.22642821211001346,0.001766,BOSVX,carhart,RENT-A-CENTER INC ORD
754,0.0016592296627983684,,,0.6023485313591,,,,,0.001766,BOSVX,capm,RENT-A-CENTER INC ORD
755,-0.0007434646761650386,0.29515330060388534,0.023868632916001588,0.8021255711414557,1.2036835243025679,1.2436289517741494,0.07553949200359555,-0.13901719840842444,0.001759,BOSVX,full,ETHAN ALLEN INTERIORS INC ORD
755,-0.0006325001173525788,,0.18062350887999776,0.6942486404999761,,1.187067528868108,,,0.001759,BOSVX,ff3,ETHAN ALLEN INTERIORS INC ORD
755,-0.0007473803714428946,0.30913102647196844,0.10554306662685214,0.8173159227438864,1.2232958375455576,1.2929474784912471,,,0.001759,BOSVX,ff5,ETHAN ALLEN INTERIORS INC ORD
755,-0.0006054545352078492,,0.030090086379848627,0.6954694315623104,,1.115683856177412,,-0.2510609696817606,0.001759,BOSVX,carhart,ETHAN ALLEN INTERIORS INC ORD
755,-0.0009324436558548066,,,0.7101871658574299,,,,,0.001759,BOSVX,capm,ETHAN ALLEN INTERIORS INC ORD
756,0.00028825206881725226,-1.0066916613184693,1.601957531311252,0.8607550508039975,0.21292938634112385,1.1409384675073349,0.0916367557354065,0.1581563464600519,0.001754,BOSVX,full,BANNER CORP ORD
756,0.0002928629073089986,,1.1530996818400594,0.9796020889441703,,1.0698129612278988,,,0.001754,BOSVX,ff3,BANNER CORP ORD
756,0.00032727740111159625,-1.0675810494764069,1.530643495767023,0.8673540548549481,0.17592763443985232,1.1036316517758107,,,0.001754,BOSVX,ff5,BANNER CORP ORD
756,0.0002724942628613493,,1.2664698339040776,0.9786826833658165,,1.123573632402597,,0.18907973948531445,0.001754,BOSVX,carhart,BANNER CORP ORD
756,-0.0003021202826041933,,,0.81004019016624,,,,,0.001754,BOSVX,capm,BANNER CORP ORD
757,-0.0010303030372263578,1.0142058059328851,-0.1972338502329516,1.4209537700055073,-1.5415610944080607,1.8920138782379867,0.33034625870134865,-0.8669938640653467,0.001751,BOSVX,full,MAMMOTH ENERGY SERVICES INC ORD
757,-0.0011459420875279537,,0.7299086900458682,1.4639346208922304,,2.331478426444396,,,0.001751,BOSVX,ff3,MAMMOTH ENERGY SERVICES INC ORD
757,-0.001082127382364578,1.1370402030294224,0.29501045714924434,1.4967598399098871,-1.4076029697278087,2.1846896516694567,,,0.001751,BOSVX,ff5,MAMMOTH ENERGY SERVICES INC ORD
757,-0.0010536817884772137,,0.21639566959432494,1.4680990921129589,,2.0879680832560754,,-0.8564415444593152,0.001751,BOSVX,carhart,MAMMOTH ENERGY SERVICES INC ORD
757,-0.0018580412956355553,,,1.42556402163782,,,,,0.001751,BOSVX,capm,MAMMOTH ENERGY SERVICES INC ORD
758,0.0005289908717811289,0.3702959490451654,0.25195075918235416,1.4833268971546731,0.16675188341560032,1.0120900924852005,0.25763088383212646,-0.36783093856741605,0.0017480000000000002,BOSVX,full,TITAN MACHINERY INC ORD
758,0.0005654682732777767,,0.6064550864260085,1.4702040287091218,,1.1358493453901704,,,0.0017480000000000002,BOSVX,ff3,TITAN MACHINERY INC ORD
758,0.0005298745276436285,0.39264767905661857,0.47508344183565737,1.5312870127920797,0.21386703756110773,1.14869925164965,,,0.0017480000000000002,BOSVX,ff5,TITAN MACHINERY INC ORD
758,0.0006121203391703817,,0.34679363384816536,1.4723098227266564,,1.0127166361661497,,-0.433065660704707,0.0017480000000000002,BOSVX,carhart,TITAN MACHINERY INC ORD
758,0.00013630615662320322,,,1.4049201602301942,,,,,0.0017480000000000002,BOSVX,capm,TITAN MACHINERY INC ORD
759,-0.0006021381196685291,-0.4261236138266588,0.318371106249217,0.8845877305565646,0.3876983040512907,0.6446586293649216,-0.12132800563444049,0.025097520389840644,0.0017449999999999998,BOSVX,full,BBX CAPITAL CORP ORD
759,-0.0006084172336450179,,0.13979819828849357,0.88632775309295,,0.5819608180700053,,,0.0017449999999999998,BOSVX,ff3,BBX CAPITAL CORP ORD
759,-0.0006223963915240239,-0.4013646975285031,0.2905237624012265,0.8673629735661051,0.3930658776278326,0.6243527086084206,,,0.0017449999999999998,BOSVX,ff5,BBX CAPITAL CORP ORD
759,-0.0006124030435129722,,0.1619828788644993,0.8861478404906973,,0.5924809002596181,,0.03699980592340919,0.0017449999999999998,BOSVX,carhart,BBX CAPITAL CORP ORD
759,-0.0007722658070298161,,,0.8846237431384807,,,,,0.0017449999999999998,BOSVX,capm,BBX CAPITAL CORP ORD
760,2.6818306495451075e-05,-1.7120976557925456,2.139582143463783,1.0649605638701156,-0.07171440331615382,1.3645044745114023,0.0032407323839186222,0.29761475647306135,0.0017439999999999999,BOSVX,full,PACIFIC PREMIER BANCORP INC ORD
760,-2.487562495018166e-05,,1.3652859011645595,1.2721221170109427,,1.2581243561370479,,,0.0017439999999999999,BOSVX,ff3,PACIFIC PREMIER BANCORP INC ORD
760,6.731552421510224e-05,-1.7838127854154675,1.984799428324267,1.054624282660745,-0.12734703758576174,1.2763867498790153,,,0.0017439999999999999,BOSVX,ff5,PACIFIC PREMIER BANCORP INC ORD
760,-6.798478518451847e-05,,1.6052278405349614,1.2701762436613717,,1.3719059773897682,,0.4001772826602372,0.0017439999999999999,BOSVX,carhart,PACIFIC PREMIER BANCORP INC ORD
760,-0.00072761026263986,,,1.0710021193285852,,,,,0.0017439999999999999,BOSVX,capm,PACIFIC PREMIER BANCORP INC ORD
761,-4.2500057142094445e-05,0.3526312755654113,0.08695048431187045,1.4102775564545895,-1.985947585168763,0.30607780688752595,0.09171747624911299,-0.6117269111433725,0.001739,BOSVX,full,PENN VIRGINIA CORP ORD
761,-0.0002395940376778579,,0.6334954929517951,1.5228333322143839,,0.6761956643090024,,,0.001739,BOSVX,ff3,PENN VIRGINIA CORP ORD
761,-0.00010658698040767181,0.4751135399405459,0.417065124721674,1.4447531677963086,-1.87973648498684,0.4976140514193138,,,0.001739,BOSVX,ff5,PENN VIRGINIA CORP ORD
761,-0.0001855278087184234,,0.33256743588921484,1.5252737888011418,,0.533494132834947,,-0.5018904676169498,0.001739,BOSVX,carhart,PENN VIRGINIA CORP ORD
761,-0.0005844070755138712,,,1.4333660429354484,,,,,0.001739,BOSVX,capm,PENN VIRGINIA CORP ORD
762,0.0002458444168284391,-0.024116998770126657,0.9230118508288468,1.0603694404454744,0.18133085658126938,1.3879489603420014,0.15093189817034192,0.04050908332880261,0.0017369999999999998,BOSVX,full,RUSH ENTERPRISES INC ORD
762,0.00029063762870205976,,0.8907738816448741,1.076149886128683,,1.3760417385263197,,,0.0017369999999999998,BOSVX,ff3,RUSH ENTERPRISES INC ORD
762,0.0002806541628957292,-0.07200378660609914,0.9202535388860313,1.079200753504174,0.1613097732808125,1.391888887580052,,,0.0017369999999999998,BOSVX,ff5,RUSH ENTERPRISES INC ORD
762,0.00028954828553743434,,0.8968370735548032,1.076100715051788,,1.3789169332808857,,0.010112244941962221,0.0017369999999999998,BOSVX,carhart,RUSH ENTERPRISES INC ORD
762,-0.00028044502491314743,,,0.9680738820145179,,,,,0.0017369999999999998,BOSVX,capm,RUSH ENTERPRISES INC ORD
763,-0.0001855476035423391,-1.0911419899755608,1.7831940432623412,0.9120559652259979,0.054681569797436866,1.152332119864696,-0.12320240471128382,0.07176015269077266,0.0017369999999999998,BOSVX,full,CUSTOMERS BANCORP INC ORD
763,-0.00024501007270560926,,1.3532903879718996,1.0150834564571036,,1.095274645526142,,,0.0017369999999999998,BOSVX,ff3,CUSTOMERS BANCORP INC ORD
763,-0.00019992019632153636,-1.0770236090909773,1.730788648583783,0.8928901929439877,0.051523658842924924,1.1179580769095137,,,0.0017369999999999998,BOSVX,ff5,CUSTOMERS BANCORP INC ORD
763,-0.0002606977902249155,,1.440606896700434,1.0143753398695727,,1.1366805537693159,,0.14562724334916316,0.0017369999999999998,BOSVX,carhart,CUSTOMERS BANCORP INC ORD
763,-0.0009107874827398219,,,0.8094026808508972,,,,,0.0017369999999999998,BOSVX,capm,CUSTOMERS BANCORP INC ORD
764,-3.32909876185643e-05,-1.0127472046031496,1.367313734582607,0.7933338115879272,0.47816704126257537,1.1925710799337774,-0.03138875954558211,0.22884818785390498,0.0017330000000000002,BOSVX,full,PEAPACK-GLADSTONE FINANCIAL CORP ORD
764,-2.1188845397638532e-05,,0.8624702385037903,0.873470850544007,,1.0637383541371923,,,0.0017330000000000002,BOSVX,ff3,PEAPACK-GLADSTONE FINANCIAL CORP ORD
764,-8.74691446709535e-06,-1.0593085452402584,1.2441728456157288,0.7808294989797618,0.4381914812703833,1.1212264872626683,,,0.0017330000000000002,BOSVX,ff5,PEAPACK-GLADSTONE FINANCIAL CORP ORD
764,-4.883094227640995e-05,,1.0163238115565938,0.8722231338325169,,1.1366964581827217,,0.256598346055688,0.0017330000000000002,BOSVX,carhart,PEAPACK-GLADSTONE FINANCIAL CORP ORD
764,-0.0005196597972355796,,,0.7576326825267636,,,,,0.0017330000000000002,BOSVX,capm,PEAPACK-GLADSTONE FINANCIAL CORP ORD
765,-0.00033490559787214386,0.5508600793353247,-0.00031952389023034294,0.8019829583539388,0.5127090736508835,0.7673660801459274,-0.12011006572205535,-0.2012387583374539,0.001729,BOSVX,full,NEW MEDIA INVESTMENT GROUP INC ORD
765,-0.0003103094391930672,,0.29467829097554765,0.6797793735773259,,0.7741404592922729,,,0.001729,BOSVX,ff3,NEW MEDIA INVESTMENT GROUP INC ORD
765,-0.0003852451252398723,0.6292254808891153,0.08999355633073038,0.7931141824650949,0.5600806908738574,0.8144636672467216,,,0.001729,BOSVX,ff5,NEW MEDIA INVESTMENT GROUP INC ORD
765,-0.00028292194830930174,,0.14224183335508156,0.6810155978120922,,0.7018543581980278,,-0.2542348684393258,0.001729,BOSVX,carhart,NEW MEDIA INVESTMENT GROUP INC ORD
765,-0.0005639065898899844,,,0.6573216606524069,,,,,0.001729,BOSVX,capm,NEW MEDIA INVESTMENT GROUP INC ORD
766,-0.000903177431499471,0.0309231414792025,0.2576865555151293,1.2918930239305944,0.2649798342597218,2.3291129847327214,0.02895725930172649,-0.501789927297998,0.0017180000000000001,BOSVX,full,VERITIV CORP ORD
766,-0.0009288949954233457,,0.5632581164411832,1.2719282191548726,,2.4514093924583955,,,0.0017180000000000001,BOSVX,ff3,VERITIV CORP ORD
766,-0.0009647561627583868,0.1431172981222576,0.5228440489617432,1.3139494100855007,0.3559312258507593,2.4813273543448555,,,0.0017180000000000001,BOSVX,ff5,VERITIV CORP ORD
766,-0.0008722262386373909,,0.24784460963725397,1.2744861493716346,,2.3018387910732185,,-0.5260494284506196,0.0017180000000000001,BOSVX,carhart,VERITIV CORP ORD
766,-0.001610680278328416,,,1.269508190588156,,,,,0.0017180000000000001,BOSVX,capm,VERITIV CORP ORD
767,0.00015997680331476864,0.043190034662504484,1.047492904286031,1.3100755071868588,0.5553594234636178,1.1658978215725546,0.029508639630257738,-0.2585790445802564,0.001717,BOSVX,full,TOWER INTERNATIONAL INC ORD
767,0.0001850268073453418,,1.203737968706994,1.26931530852557,,1.192947792415311,,,0.001717,BOSVX,ff3,TOWER INTERNATIONAL INC ORD
767,0.00013108417849075902,0.09730980476522993,1.1859067826929466,1.323403080363481,0.601021269052494,1.2458803327360233,,,0.001717,BOSVX,ff5,TOWER INTERNATIONAL INC ORD
767,0.00021780664410793612,,1.021288170049903,1.2707949339790137,,1.1064292207020543,,-0.30429138332416483,0.001717,BOSVX,carhart,TOWER INTERNATIONAL INC ORD
767,-0.0004515284545421032,,,1.0954817093979574,,,,,0.001717,BOSVX,capm,TOWER INTERNATIONAL INC ORD
768,0.0004057548598247467,-0.19878337911971206,0.571768202242503,1.3248330218862197,0.3351828919153373,1.2094271270425963,-0.06861921921952384,-0.23473005947591657,0.001711,BOSVX,full,TREDEGAR CORP ORD
768,0.000386865733000875,,0.6316539415294369,1.3114349464583315,,1.2349269288265292,,,0.001711,BOSVX,ff3,TREDEGAR CORP ORD
768,0.0003609533263075691,-0.12548482660111604,0.6858083848899104,1.3241010163282136,0.3845254278375909,1.2719312367110616,,,0.001711,BOSVX,ff5,TREDEGAR CORP ORD
768,0.000412576252110099,,0.48855136695557544,1.3125954750714146,,1.1670669999488323,,-0.23866773597361488,0.001711,BOSVX,carhart,TREDEGAR CORP ORD
768,-7.064974232301154e-05,,,1.2456012363855575,,,,,0.001711,BOSVX,capm,TREDEGAR CORP ORD
769,-0.00010064951440015704,-0.8262414164046167,1.489088878067841,0.845455336768028,0.37556962278416495,1.4864349830357801,-0.17354553067414993,0.3106655121039298,0.001706,BOSVX,full,FLUSHING FINANCIAL CORP ORD
769,-0.00010469556545438717,,0.9980415380461299,0.8873264620646432,,1.3312541292932938,,,0.001706,BOSVX,ff3,FLUSHING FINANCIAL CORP ORD
769,-9.282088711691494e-05,-0.8562781566049534,1.3059926689217625,0.8108722254184566,0.33213316939579585,1.3757201529713328,,,0.001706,BOSVX,ff5,FLUSHING FINANCIAL CORP ORD
769,-0.00014270383619019884,,1.2095923579388876,0.885610834094021,,1.431572545189658,,0.3528263231987201,0.001706,BOSVX,carhart,FLUSHING FINANCIAL CORP ORD
769,-0.000701862430941856,,,0.7574612045835601,,,,,0.001706,BOSVX,capm,FLUSHING FINANCIAL CORP ORD
770,-7.824099525843958e-05,-1.4965792693000255,0.25741335045280145,0.8956280518947309,-0.02731496718799689,0.5171734208643215,0.2018731104943381,-0.3726365570557787,0.001706,BOSVX,full,RAMBUS INC ORD
770,-0.0001535985991591919,,-0.033903062916960464,1.1049510367934507,,0.6226185244788407,,,0.001706,BOSVX,ff3,RAMBUS INC ORD
770,-8.885599640911837e-05,-1.4589570831839334,0.476267892288651,0.936263723402698,0.025306517582452143,0.649307377058991,,,0.001706,BOSVX,ff5,RAMBUS INC ORD
770,-0.00012016339278995516,,-0.22000059336832176,1.1064602445037672,,0.5343701808110175,,-0.3103751025819762,0.001706,BOSVX,carhart,RAMBUS INC ORD
770,-0.00026874576534141603,,,1.1372024559976195,,,,,0.001706,BOSVX,capm,RAMBUS INC ORD
771,0.0002472153957571328,0.34910650853938496,0.03254458830261259,0.8515068555962061,0.27373858109227533,0.9320934452987714,0.06198930569289599,0.3204241859821011,0.0017000000000000001,BOSVX,full,ANGIODYNAMICS INC ORD
771,0.00033118863769596336,,-0.04282525316319516,0.8033506488642216,,0.828741325476104,,,0.0017000000000000001,BOSVX,ff3,ANGIODYNAMICS INC ORD
771,0.00030220517963387694,0.25707458504810626,-0.12698333604221795,0.8482455815264965,0.20900300783984951,0.8434162650741017,,,0.0017000000000000001,BOSVX,ff5,ANGIODYNAMICS INC ORD
771,0.000301755249716615,,0.12099849463487405,0.8020220763532906,,0.9064273343208773,,0.27322669142822836,0.0017000000000000001,BOSVX,carhart,ANGIODYNAMICS INC ORD
771,0.00017716650038095854,,,0.8458516768009768,,,,,0.0017000000000000001,BOSVX,capm,ANGIODYNAMICS INC ORD
772,-0.0004532935288579719,0.19441808257329346,0.4191007680483677,0.9493389699020662,0.8496331944165165,1.2736692528371236,-0.2357251800632559,-0.20223101606014593,0.001696,BOSVX,full,HAVERTY FURNITURE COMPANIES INC ORD
772,-0.0004377688435732777,,0.5770695124447326,0.8251856110700133,,1.2315615986980966,,,0.001696,BOSVX,ff3,HAVERTY FURNITURE COMPANIES INC ORD
772,-0.0005262739388001503,0.30230987720834096,0.4958648353238074,0.9249580282077201,0.906753226305789,1.3088205320691668,,,0.001696,BOSVX,ff5,HAVERTY FURNITURE COMPANIES INC ORD
772,-0.00041144027105766254,,0.4305269048901792,0.8263740375508736,,1.1620703896418152,,-0.24440505331833223,0.001696,BOSVX,carhart,HAVERTY FURNITURE COMPANIES INC ORD
772,-0.0008767068228027106,,,0.7693492688839264,,,,,0.001696,BOSVX,capm,HAVERTY FURNITURE COMPANIES INC ORD
773,2.358067987184864e-05,-1.6468210457930348,2.1407772296472816,0.9377650286299059,0.4108545626472302,1.5268728495383819,0.12921653435424987,0.2736535687980363,0.001691,BOSVX,full,HANMI FINANCIAL CORP ORD
773,3.4233210965962956e-05,,1.395137443804392,1.124295785075122,,1.3983409635030113,,,0.001691,BOSVX,ff3,HANMI FINANCIAL CORP ORD
773,8.53932179783054e-05,-1.7447432514977703,2.0138148487055503,0.9452374171774595,0.34925849401548265,1.4592153954710945,,,0.001691,BOSVX,ff5,HANMI FINANCIAL CORP ORD
773,-4.943531054384153e-07,,1.5884281279097139,1.1227282425608465,,1.4900003352171,,0.32237190768637947,0.001691,BOSVX,carhart,HANMI FINANCIAL CORP ORD
773,-0.0007067227896743843,,,0.9234767709710908,,,,,0.001691,BOSVX,capm,HANMI FINANCIAL CORP ORD
774,-0.0013696124688544553,0.7975928645238706,0.20066259939908251,0.8938661484269437,1.1735968008510484,1.538984929487446,0.32924658837273313,0.10397826287119856,0.001683,BOSVX,full,CAESARSTONE LTD ORD
774,-0.0011672148683783074,,0.3969741605037537,0.7737180101579664,,1.452157223015011,,,0.001683,BOSVX,ff3,CAESARSTONE LTD ORD
774,-0.0012915865231139258,0.6894128382555484,0.18650607281329123,0.9343802147242511,1.127018283892871,1.542939560503636,,,0.001683,BOSVX,ff5,CAESARSTONE LTD ORD
774,-0.001160068082105308,,0.35719575263706854,0.7740406037985739,,1.433294110756273,,-0.06634277946744167,0.001683,BOSVX,carhart,CAESARSTONE LTD ORD
774,-0.0015918451449928068,,,0.7605256197865646,,,,,0.001683,BOSVX,capm,CAESARSTONE LTD ORD
775,-0.00028091198868709856,0.11125535035772804,0.4907020455044932,1.0894963086671188,0.7113416400822382,1.4772040941723756,0.1618048418544511,0.1864860085514915,0.001683,BOSVX,full,PARK OHIO HOLDINGS CORP ORD
775,-0.00016863750861983306,,0.4043544561040129,1.054345992281277,,1.3791283415359863,,,0.001683,BOSVX,ff3,PARK OHIO HOLDINGS CORP ORD
775,-0.00022443148758604875,0.02584117763427407,0.4131539006126951,1.1045062281410956,0.663265397186799,1.438906118198003,,,0.001683,BOSVX,ff5,PARK OHIO HOLDINGS CORP ORD
775,-0.00018040562355065582,,0.4698547883745563,1.053814799813267,,1.4101889140140202,,0.10924203184381684,0.001683,BOSVX,carhart,PARK OHIO HOLDINGS CORP ORD
775,-0.0005808776859408447,,,1.0367385819814676,,,,,0.001683,BOSVX,capm,PARK OHIO HOLDINGS CORP ORD
776,9.491712047208611e-05,-0.4822319962268311,1.4651919568728977,1.0001027083230363,0.7858826849029175,1.8602766303486846,0.0091133793827375,0.46304536008754893,0.001668,BOSVX,full,BAR HARBOR BANKSHARES ORD
776,0.00018902303199480977,,0.9983561090191138,1.0043988789506122,,1.6502116712178068,,,0.001668,BOSVX,ff3,BAR HARBOR BANKSHARES ORD
776,0.00015871750823762208,-0.5948417469351038,1.2248678533675623,0.984568465193072,0.6989896008869897,1.7236093047180345,,,0.001668,BOSVX,ff5,BAR HARBOR BANKSHARES ORD
776,0.0001423248251109359,,1.2582743784524424,1.0022910022080802,,1.773466164229434,,0.43349398212129175,0.001668,BOSVX,carhart,BAR HARBOR BANKSHARES ORD
776,-0.0004729289685467561,,,0.8877714258009783,,,,,0.001668,BOSVX,capm,BAR HARBOR BANKSHARES ORD
777,-0.0002362556029854638,0.8522123848516152,0.3010522403528436,1.0337127311267047,0.6834069356545218,1.02761472561198,0.12738212072080526,0.1765743568238594,0.001666,BOSVX,full,ATN INTERNATIONAL INC ORD
777,-9.947752785956573e-05,,0.47893298965277475,0.9080647039711855,,0.9435233361251587,,,0.001666,BOSVX,ff3,ATN INTERNATIONAL INC ORD
777,-0.00018780421502643835,0.7778799245965045,0.22448399301782537,1.0444521855039128,0.640022024164929,0.9886181658539765,,,0.001666,BOSVX,ff5,ATN INTERNATIONAL INC ORD
777,-0.00010629329890003274,,0.5168689947356783,0.9077570517888548,,0.9615127721258444,,0.06327000385549858,0.001666,BOSVX,carhart,ATN INTERNATIONAL INC ORD
777,-0.00044783046800718826,,,0.8584473913049713,,,,,0.001666,BOSVX,capm,ATN INTERNATIONAL INC ORD
778,-3.173341365778098e-05,-0.34785348072688793,0.3232976205325432,0.9834879049099569,-0.058216388458428026,0.9989914686960609,-0.38539637314446085,-0.22213055546223193,0.00166,BOSVX,full,ALTISOURCE PORTFOLIO SOLUTIONS SA ORD
778,-0.00014432082604051206,,0.32292324400648703,0.9616899411603236,,1.0195514082164212,,,0.00166,BOSVX,ff3,ALTISOURCE PORTFOLIO SOLUTIONS SA ORD
778,-0.0001365174305844712,-0.19730363791887542,0.3922275217806396,0.9396992336982081,0.01498649577247442,1.0242104718697576,,,0.00166,BOSVX,ff5,ALTISOURCE PORTFOLIO SOLUTIONS SA ORD
778,-0.00012816805516063735,,0.23301828761142435,0.9624190494566991,,0.9769180456449293,,-0.14994427919632625,0.00166,BOSVX,carhart,ALTISOURCE PORTFOLIO SOLUTIONS SA ORD
778,-0.0004569451934418788,,,0.9442167799189294,,,,,0.00166,BOSVX,capm,ALTISOURCE PORTFOLIO SOLUTIONS SA ORD
779,0.00020238793865436636,0.12773781573972873,0.5431473395496259,1.772314949085115,1.4714371619885043,1.8906410576453765,0.06845953319130135,-0.17208483364170427,0.001633,BOSVX,full,CONN'S INC ORD
779,0.00032291966719875936,,0.6538191082229767,1.6636069822724795,,1.8156038572553685,,,0.001633,BOSVX,ff3,CONN'S INC ORD
779,0.00019266441570964384,0.1513861488612392,0.6412019251449609,1.7877500536850872,1.4977866309016874,1.9490387477466085,,,0.001633,BOSVX,ff5,CONN'S INC ORD
779,0.0003544557834694658,,0.4782917526209636,1.6650304683219903,,1.7323679413208517,,-0.29274607174412093,0.001633,BOSVX,carhart,CONN'S INC ORD
779,-0.0002596190440054855,,,1.6178630578709274,,,,,0.001633,BOSVX,capm,CONN'S INC ORD
780,0.000329489897644767,-0.27153145461427536,0.17345363971816286,1.112848071620597,-0.5768350132589861,0.7077553696064602,0.0815581940941668,-0.28427746479235644,0.001618,BOSVX,full,EAGLE BULK SHIPPING INC ORD
780,0.00025331062704181157,,0.26746983908573596,1.198055163066958,,0.8453099839654072,,,0.001618,BOSVX,ff3,EAGLE BULK SHIPPING INC ORD
780,0.00030728791375326744,-0.22447640115094325,0.3315993705009733,1.1341054893690152,-0.5306981568766533,0.800887259521032,,,0.001618,BOSVX,ff5,EAGLE BULK SHIPPING INC ORD
780,0.000278934390249075,,0.12485014052376105,1.199211775667838,,0.777679037214139,,-0.23786239110224422,0.001618,BOSVX,carhart,EAGLE BULK SHIPPING INC ORD
780,-5.799070384947453e-06,,,1.1836175310994723,,,,,0.001618,BOSVX,capm,EAGLE BULK SHIPPING INC ORD
781,0.0005975816956163322,0.46504351656229265,-0.1438780109414522,0.9603700710996719,1.196779289615389,1.6434943555661845,-0.09747758906261181,0.21641012032982282,0.00156,BOSVX,full,VECTRUS INC ORD
781,0.0007235510353030313,,-0.14684749221908305,0.8054528593680824,,1.470456708008021,,,0.00156,BOSVX,ff3,VECTRUS INC ORD
781,0.0006075934728199658,0.43818801838924026,-0.26857439850117304,0.9394282344315339,1.1645845043039507,1.568849329419994,,,0.00156,BOSVX,ff5,VECTRUS INC ORD
781,0.0007109722977495142,,-0.07683530299912347,0.804885076789073,,1.5036568247437696,,0.11676694665656996,0.00156,BOSVX,carhart,VECTRUS INC ORD
781,0.0004734970109692453,,,0.89402422526053,,,,,0.00156,BOSVX,capm,VECTRUS INC ORD
782,5.700871160990565e-05,-0.36653280826252327,0.9742927908019257,0.6588353392074952,-0.12064705207061305,0.8335205210451824,-0.16020370307422369,0.16628214332701938,0.00156,BOSVX,full,WESTERN NEW ENGLAND BANCORP INC ORD
782,1.9960890751868606e-05,,0.7441607848253387,0.6838207841099823,,0.7735793281916243,,,0.00156,BOSVX,ff3,WESTERN NEW ENGLAND BANCORP INC ORD
782,4.8094180232644826e-05,-0.3655563513452028,0.8681016345625314,0.6312723789303609,-0.1383278676032223,0.7671337783904824,,,0.00156,BOSVX,ff5,WESTERN NEW ENGLAND BANCORP INC ORD
782,-3.2909225289854175e-06,,0.8735784107349838,0.682771237249258,,0.83494978861766,,0.21584385789643873,0.00156,BOSVX,carhart,WESTERN NEW ENGLAND BANCORP INC ORD
782,-0.00038088142692767964,,,0.5778598425458832,,,,,0.00156,BOSVX,capm,WESTERN NEW ENGLAND BANCORP INC ORD
783,0.00024614259848161494,-1.0603547924175252,0.12557975008437006,1.800960373481071,-0.3508804999902109,0.7981772728260162,-0.010174962142164318,0.0762933558990159,0.0015559999999999999,BOSVX,full,ICHOR HOLDINGS LTD ORD
783,0.00017510926120498484,,-0.2813889346814594,1.9484476622304312,,0.7894989331093311,,,0.0015559999999999999,BOSVX,ff3,ICHOR HOLDINGS LTD ORD
783,0.0002543814393100065,-1.0759507220836309,0.08456228089224921,1.7968306096007183,-0.3642314837206154,0.7744230720982906,,,0.0015559999999999999,BOSVX,ff5,ICHOR HOLDINGS LTD ORD
783,0.0001575323680927703,,-0.18355743440232392,1.9476542715058207,,0.8358911009002329,,0.16316423899467766,0.0015559999999999999,BOSVX,carhart,ICHOR HOLDINGS LTD ORD
783,0.00010725620907069524,,,2.0336198926416387,,,,,0.0015559999999999999,BOSVX,capm,ICHOR HOLDINGS LTD ORD
784,0.0006164843362935652,-0.9307168370669765,1.4453094473725259,0.9208607232646249,0.09952729526730152,1.4666005188966769,0.05437598763123305,0.26877669037111673,0.0015310000000000002,BOSVX,full,BANCORP INC ORD
784,0.0006205869235519099,,0.9583841556960069,1.033094507575822,,1.3715200052484822,,,0.0015310000000000002,BOSVX,ff3,BANCORP INC ORD
784,0.000663073634880932,-1.0085171662478352,1.3117843642768112,0.9184449691838905,0.04502936453785042,1.3924685732825197,,,0.0015310000000000002,BOSVX,ff5,BANCORP INC ORD
