,Alpha,CMA,HML,Mkt-RF,RMW,SMB,STR,WML,Weight,fund,model,Name
865,0.00013686952223815742,,0.7442637452930629,0.8463248927280478,,1.3749358421826163,,,0.0010680000000000002,BOSVX,ff3,ENTERPRISE BANCORP INC ORD
865,0.00019949760535436663,-1.0746197361655052,1.1151625214475147,0.7091782102396602,-0.16282246173329148,1.3781212057839278,,,0.0010680000000000002,BOSVX,ff5,ENTERPRISE BANCORP INC ORD
865,0.00013047247624781337,,0.7798691621657485,0.8460361410743149,,1.3918201020489134,,0.05938302828377437,0.0010680000000000002,BOSVX,carhart,ENTERPRISE BANCORP INC ORD
865,-0.0003859567796775896,,,0.7654132852228195,,,,,0.0010680000000000002,BOSVX,capm,ENTERPRISE BANCORP INC ORD
866,0.0005636531034458413,0.7099476831352118,0.45310095690519536,1.3159536587640246,0.9283758465919993,1.478664335714973,-0.09266713754812611,-0.07721474371635774,0.001067,BOSVX,full,DESIGNER BRANDS INC ORD
866,0.000647958035739988,,0.7190932016229812,1.1508844657893587,,1.418097061984066,,,0.001067,BOSVX,ff3,DESIGNER BRANDS INC ORD
866,0.0005352695255731071,0.7518171979223766,0.4820864974836718,1.3062864243805012,0.9504054614292688,1.491803560681462,,,0.001067,BOSVX,ff5,DESIGNER BRANDS INC ORD
866,0.0006665233516553267,,0.6157602236315841,1.1517224722193,,1.3690960670117667,,-0.1723396520437085,0.001067,BOSVX,carhart,DESIGNER BRANDS INC ORD
866,0.00012463093379372494,,,1.0764468815199177,,,,,0.001067,BOSVX,capm,DESIGNER BRANDS INC ORD
867,0.0007657715982188332,0.2858482250889559,1.05649056154558,1.4032216310554484,0.2897381199333743,1.585218495370981,-0.3682563318296064,0.45123607799918214,0.0010630000000000001,BOSVX,full,L.B. FOSTER CO ORD
867,0.0007864190855909855,,0.8649282124702544,1.2888298014158392,,1.39520029410484,,,0.0010630000000000001,BOSVX,ff3,L.B. FOSTER CO ORD
867,0.0007545237111594451,0.271654693999045,0.7764109446016352,1.3373656219716354,0.23625838433524673,1.4121056603825703,,,0.0010630000000000001,BOSVX,ff5,L.B. FOSTER CO ORD
867,0.0007368357764271358,,1.1409047171506697,1.2865916961184731,,1.5260696794761164,,0.4602760484926804,0.0010630000000000001,BOSVX,carhart,L.B. FOSTER CO ORD
867,0.00021992451188275735,,,1.1863526203909456,,,,,0.0010630000000000001,BOSVX,capm,L.B. FOSTER CO ORD
868,0.0010332289890606632,-0.08818018613496503,1.100697799592338,0.6598814878347323,-0.33502396813400354,1.1712128593221125,0.03336146390562622,0.2608837320580291,0.001047,BOSVX,full,NORTHEAST BANK ORD
868,0.0010355897840396437,,0.9236653590249839,0.7009358963934572,,1.1296163165165989,,,0.001047,BOSVX,ff3,NORTHEAST BANK ORD
868,0.0010746698937980736,-0.1587765150514081,0.9687313787142453,0.6549253554186598,-0.3863152430510537,1.0972019577659418,,,0.001047,BOSVX,ff5,NORTHEAST BANK ORD
868,0.0010048215524552976,,1.094918733417103,0.6995470713379954,,1.2108254900127522,,0.28561788818769684,0.001047,BOSVX,carhart,NORTHEAST BANK ORD
868,0.0005036970225077048,,,0.5764785278981293,,,,,0.001047,BOSVX,capm,NORTHEAST BANK ORD
869,0.0015677313830398127,0.18373599876888091,0.6938106364604032,1.1132869258009743,1.0505561752367498,1.9104946517158283,-0.6258440428647142,-0.134509944968976,0.001046,BOSVX,full,CONTAINER STORE GROUP INC ORD
869,0.0015378407851438444,,0.788227734544535,0.9101243746035815,,1.788131407714807,,,0.001046,BOSVX,ff3,CONTAINER STORE GROUP INC ORD
869,0.0014278740001813354,0.3743291530590769,0.6878007532556929,1.0339911113274294,1.12734934118198,1.884211526078486,,,0.001046,BOSVX,ff5,CONTAINER STORE GROUP INC ORD
869,0.001553098673272574,,0.7033036198463191,0.9108130894316793,,1.747859984223067,,-0.14163718748557722,0.001046,BOSVX,carhart,CONTAINER STORE GROUP INC ORD
869,0.0009168085549913817,,,0.8382722668938986,,,,,0.001046,BOSVX,capm,CONTAINER STORE GROUP INC ORD
870,0.0002973216711055414,-0.5361736995300735,0.5129239868984131,0.5326386733174975,0.06902416479131637,0.6376035373465733,-0.21658522635224717,-0.05155881408859716,0.001043,BOSVX,full,PEOPLES FINANCIAL SERVICES CORP ORD
870,0.00023471524064886648,,0.34707191069074317,0.5533247274081877,,0.6133923372797082,,,0.001043,BOSVX,ff3,PEOPLES FINANCIAL SERVICES CORP ORD
870,0.00024825038406311604,-0.46902211197766386,0.5134559038661335,0.5053781524823244,0.0965317286088693,0.6299966280329377,,,0.001043,BOSVX,ff5,PEOPLES FINANCIAL SERVICES CORP ORD
870,0.0002345822357623206,,0.34781220463894935,0.5533187237963619,,0.6137433882291652,,0.0012346687758725936,0.001043,BOSVX,carhart,PEOPLES FINANCIAL SERVICES CORP ORD
870,-3.4602895467918137e-06,,,0.5144352156020864,,,,,0.001043,BOSVX,capm,PEOPLES FINANCIAL SERVICES CORP ORD
871,-0.0005203374722750917,-1.4118088640706778,-0.03676529796577033,1.5313306414634391,-0.8982386568023889,0.637493440116989,0.05623307790529129,-0.49626673144302114,0.001039,BOSVX,full,ULTRA CLEAN HOLDINGS INC ORD
871,-0.0007025096053804125,,-0.20610560877926573,1.7672925553033951,,0.842670829915354,,,0.001039,BOSVX,ff3,ULTRA CLEAN HOLDINGS INC ORD
871,-0.0005758662960745151,-1.3078404537581758,0.22883091670344902,1.5568552065625076,-0.8105710219874016,0.7909540777548728,,,0.001039,BOSVX,ff5,ULTRA CLEAN HOLDINGS INC ORD
871,-0.0006638773135908723,,-0.4211296770713451,1.7690363505111177,,0.7407053829291976,,-0.358619037511574,0.001039,BOSVX,carhart,ULTRA CLEAN HOLDINGS INC ORD
871,-0.000805826476695226,,,1.840699391096204,,,,,0.001039,BOSVX,capm,ULTRA CLEAN HOLDINGS INC ORD
872,0.0003386368600947232,-0.7818966347163705,1.3825614084651274,0.919669399132741,0.29570201286185305,1.201283158310079,-0.19845839432118392,0.2802547234543906,0.001031,BOSVX,full,OLD SECOND BANCORP INC ORD
872,0.00032237875805389993,,0.9264978268700426,0.9576529168678646,,1.060021218278125,,,0.001031,BOSVX,ff3,OLD SECOND BANCORP INC ORD
872,0.00033754183913076494,-0.7983778459042202,1.2122904149801794,0.8828366831279189,0.25998362863592284,1.0969696555841493,,,0.001031,BOSVX,ff5,OLD SECOND BANCORP INC ORD
872,0.0002869713748765047,,1.123572326615186,0.9560546884883646,,1.1534748935606103,,0.32868258878199974,0.001031,BOSVX,carhart,OLD SECOND BANCORP INC ORD
872,-0.0001963292814944821,,,0.8297683131781421,,,,,0.001031,BOSVX,capm,OLD SECOND BANCORP INC ORD
873,0.0008766186440040009,-0.6341686748115783,1.3748282734471102,0.8201896020657221,0.4095442549755718,1.4198119009759038,-0.3640204424728192,0.2603038201927474,0.0010249999999999999,BOSVX,full,FIRST COMMUNITY BANKSHARES INC ORD
873,0.0008451683178941037,,0.973392899594564,0.8045825358541586,,1.2582864039877493,,,0.0010249999999999999,BOSVX,ff3,FIRST COMMUNITY BANKSHARES INC ORD
873,0.0008406195017963112,-0.6039538000589952,1.194816525287088,0.7618139914965874,0.391232789660218,1.3038988777037575,,,0.0010249999999999999,BOSVX,ff5,FIRST COMMUNITY BANKSHARES INC ORD
873,0.000811464660370034,,1.1609846064670133,0.8030612107204139,,1.3472432932982197,,0.3128671031950194,0.0010249999999999999,BOSVX,carhart,FIRST COMMUNITY BANKSHARES INC ORD
873,0.00027087955957433817,,,0.6762533602938577,,,,,0.0010249999999999999,BOSVX,capm,FIRST COMMUNITY BANKSHARES INC ORD
874,0.0002986011890358474,-0.693340683655994,0.8038884953442333,0.43590323205127646,0.1467206121664058,0.9242937074612768,-0.0899684049399761,0.09326667627202864,0.0010090000000000001,BOSVX,full,FIRST BUSINESS FINANCIAL SERVICES INC ORD
874,0.0002731125339538237,,0.49871203441738177,0.49165743603315104,,0.8630444539062246,,,0.0010090000000000001,BOSVX,ff3,FIRST BUSINESS FINANCIAL SERVICES INC ORD
874,0.0002935794537851893,-0.6927648510656066,0.7443129844944164,0.4204283901875497,0.13681273622561943,0.8870460118027436,,,0.0010090000000000001,BOSVX,ff5,FIRST BUSINESS FINANCIAL SERVICES INC ORD
874,0.0002587109755193003,,0.5788698904728647,0.4910073744546443,,0.9010556946341562,,0.1336879792850027,0.0010090000000000001,BOSVX,carhart,FIRST BUSINESS FINANCIAL SERVICES INC ORD
874,-6.540433010352288e-05,,,0.43501178944634844,,,,,0.0010090000000000001,BOSVX,capm,FIRST BUSINESS FINANCIAL SERVICES INC ORD
875,0.00037481452450654953,0.2683999198163826,-1.0057428512096007,1.6291403632749324,0.8063340081169668,1.5930491030090164,0.1181728839945731,-1.1691993281218669,0.001006,BOSVX,full,FORTERRA INC ORD
875,0.000348375914403663,,-0.22845694201806221,1.554867582158471,,1.8696741615380503,,,0.001006,BOSVX,ff3,FORTERRA INC ORD
875,0.00024120298721723053,0.5169741585133238,-0.3817421316915037,1.6873513235456024,1.0140619357238547,1.9530854822659092,,,0.001006,BOSVX,ff5,FORTERRA INC ORD
875,0.00048375834990070686,,-0.9819841263374774,1.5609785124526552,,1.512347947893066,,-1.2567392837734206,0.001006,BOSVX,carhart,FORTERRA INC ORD
875,4.4118778914167215e-05,,,1.6752377924931112,,,,,0.001006,BOSVX,capm,FORTERRA INC ORD
876,-9.295797658576444e-05,0.14925635900413242,0.7489167074521335,1.1369994828205057,0.4673714865715918,0.8915388174752447,-0.035635042984709035,0.5564308764337058,0.001003,BOSVX,full,HURCO COMPANIES INC ORD
876,6.020269881650583e-06,,0.4535879457585947,1.0829894284460106,,0.6895086139709952,,,0.001003,BOSVX,ff3,HURCO COMPANIES INC ORD
876,-2.5359972466276206e-05,0.02573806409791196,0.4544568443982675,1.1120673421852354,0.36680776537434756,0.7223763299882797,,,0.001003,BOSVX,ff5,HURCO COMPANIES INC ORD
876,-4.989589022421503e-05,,0.7648125631025025,1.0804654691489874,,0.8370928238347064,,0.5190631616651037,0.001003,BOSVX,carhart,HURCO COMPANIES INC ORD
876,-0.0002825113882536953,,,1.0274903190944835,,,,,0.001003,BOSVX,capm,HURCO COMPANIES INC ORD
877,0.001034358452988578,-0.20568200356944577,-0.16456536159194965,0.7062387983119368,-0.3938203440684884,0.7299124567522788,0.1342117240916298,0.0022388046355478197,0.000981,BOSVX,full,GENERAL FINANCE CORP ORD
877,0.0010164099725476384,,-0.2223987100204703,0.7810860230040524,,0.7762369811666665,,,0.000981,BOSVX,ff3,GENERAL FINANCE CORP ORD
877,0.0010607867045712297,-0.2402166143483918,-0.14940373394481216,0.7242067434103132,-0.40533898575319766,0.7434572447935084,,,0.000981,BOSVX,ff5,GENERAL FINANCE CORP ORD
877,0.0010136871961280638,,-0.20724396678132456,0.7809631215593698,,0.783423433272302,,0.025275214432158716,0.000981,BOSVX,carhart,GENERAL FINANCE CORP ORD
877,0.0009319069003383629,,,0.8547494886618896,,,,,0.000981,BOSVX,capm,GENERAL FINANCE CORP ORD
878,-0.00032431694884949393,1.2433193913573648,0.41058637968707784,0.7889963506873381,0.6135950604398249,0.8945931603995203,-0.14733263352325768,0.38026511354808123,0.000977,BOSVX,full,EL POLLO LOCO HOLDINGS INC ORD
878,-0.00020185259669644852,,0.595063336839072,0.5769060532240262,,0.7354769321870139,,,0.000977,BOSVX,ff3,EL POLLO LOCO HOLDINGS INC ORD
878,-0.0003020621338412664,1.1900626945111754,0.1943899894184098,0.7554192440030778,0.5550427969651837,0.7659664511612891,,,0.000977,BOSVX,ff5,EL POLLO LOCO HOLDINGS INC ORD
878,-0.00023243635768500069,,0.765289963498921,0.5755255548539876,,0.8161992169720822,,0.2839054692643714,0.000977,BOSVX,carhart,EL POLLO LOCO HOLDINGS INC ORD
878,-0.0005460877444390861,,,0.49704777992486293,,,,,0.000977,BOSVX,capm,EL POLLO LOCO HOLDINGS INC ORD
879,2.6555970247853596e-05,-0.23421654200733583,0.5672263586457706,0.28709353707056756,0.11735025973653683,0.5671841528340018,0.007091461956530105,0.1495354775432838,0.0009750000000000001,BOSVX,full,FIRST BANK (HAMILTON) ORD
879,4.284870338124811e-05,,0.3928720623240166,0.3080547603199939,,0.510872524445547,,,0.0009750000000000001,BOSVX,ff3,FIRST BANK (HAMILTON) ORD
879,4.796722370642659e-05,-0.27163359763586137,0.49012101243033185,0.2826348035939486,0.08894592013251405,0.5234881509727831,,,0.0009750000000000001,BOSVX,ff5,FIRST BANK (HAMILTON) ORD
879,2.6293700145198586e-05,,0.4850158099902954,0.307307495946855,,0.5545675326016078,,0.1536781550235759,0.0009750000000000001,BOSVX,carhart,FIRST BANK (HAMILTON) ORD
879,-0.00018955182405865583,,,0.256385352289735,,,,,0.0009750000000000001,BOSVX,capm,FIRST BANK (HAMILTON) ORD
880,0.00015521466397078762,0.24822977825956227,0.12222304989439492,0.9244458097770778,0.04999898517809154,1.4998561433586868,-0.13117806844694624,0.029566567022611775,0.000968,BOSVX,full,TILLYS INC ORD
880,0.00015076423990476495,,0.1851913819513442,0.8697335255594478,,1.4767422894406481,,,0.000968,BOSVX,ff3,TILLYS INC ORD
880,0.00013363742151566182,0.2744195564845801,0.09084712165249878,0.9057346465864494,0.0553500023233191,1.4771789585338364,,,0.000968,BOSVX,ff5,TILLYS INC ORD
880,0.00014772548218040685,,0.20210485040479456,0.8695963612621233,,1.4847627374985826,,0.028208431855728508,0.000968,BOSVX,carhart,TILLYS INC ORD
880,-0.00020942053122669066,,,0.8968992164921825,,,,,0.000968,BOSVX,capm,TILLYS INC ORD
881,-0.0005826664482744535,1.0084300494451481,-0.04803125409967952,1.1820048070808258,-1.6678938961165657,0.6163141827428992,0.5770803362675926,-0.8714335787841596,0.000965,BOSVX,full,NINE ENERGY SERVICE INC ORD
881,-0.00022719247472187013,,0.9423535146582339,1.3199942337780763,,1.2006177978162185,,,0.000965,BOSVX,ff3,NINE ENERGY SERVICE INC ORD
881,-0.00027360560269847143,0.7832263545535072,0.6159882230467555,1.2998240440528575,-1.4834202171951825,1.054888830081274,,,0.000965,BOSVX,ff5,NINE ENERGY SERVICE INC ORD
881,-0.00031230435677179625,,0.4723155945159109,1.3014067242439897,,0.933087339794993,,-0.7529770205955796,0.000965,BOSVX,carhart,NINE ENERGY SERVICE INC ORD
881,-0.0009088027596771028,,,1.15576449889218,,,,,0.000965,BOSVX,capm,NINE ENERGY SERVICE INC ORD
882,-0.00047493612538710523,0.23291238732785385,0.8101514670175747,0.9914218541642882,-0.3092336979607496,0.5357238462042704,0.3408291577710069,0.2956318915242204,0.00095,BOSVX,full,HALLADOR ENERGY CO ORD
882,-0.0003978054122373912,,0.7346118172684354,1.0455497211614904,,0.5208354537105271,,,0.00095,BOSVX,ff3,HALLADOR ENERGY CO ORD
882,-0.0003689827550936335,0.07614465758466099,0.6974755090130463,1.0265567002846236,-0.39242320284374704,0.48393909671027613,,,0.00095,BOSVX,ff5,HALLADOR ENERGY CO ORD
882,-0.00042600317754364975,,0.8915581937861989,1.0442769225328767,,0.5952601800288548,,0.2617565509516616,0.00095,BOSVX,carhart,HALLADOR ENERGY CO ORD
882,-0.0007442627729390616,,,0.930826244355047,,,,,0.00095,BOSVX,capm,HALLADOR ENERGY CO ORD
883,0.0006836584400166415,-1.0671290870991337,0.9650799538520822,0.6249547879797716,-0.007130035314496241,1.0374055485652651,-0.11444706761450293,-0.19378852056030477,0.000948,BOSVX,full,MERCHANTS BANCORP ORD
883,0.0005256920370083052,,0.705920552872405,0.7292142427358992,,1.0766065424238946,,,0.000948,BOSVX,ff3,MERCHANTS BANCORP ORD
883,0.0006700016709974959,-1.0266659579417918,1.073813013901503,0.6169763913538671,0.04151574504044986,1.0859665528690075,,,0.000948,BOSVX,ff5,MERCHANTS BANCORP ORD
883,0.000503181370745446,,0.5950489410724085,0.7258626476440173,,1.0234673745801612,,-0.17142432471212898,0.000948,BOSVX,carhart,MERCHANTS BANCORP ORD
883,1.8910246506955765e-05,,,0.6271680432879314,,,,,0.000948,BOSVX,capm,MERCHANTS BANCORP ORD
884,-0.0013679580671648252,-0.010689727485326317,0.5367611536968531,1.182007641172131,0.5654594408437716,1.2355661214781613,0.07209474888684164,-0.3510644121615064,0.000936,BOSVX,full,CLEARWATER PAPER CORP ORD
884,-0.001347000938881209,,0.7308806676231938,1.153614124245636,,1.291743030375132,,,0.000936,BOSVX,ff3,CLEARWATER PAPER CORP ORD
884,-0.0014009486903758034,0.05467196667944246,0.7285783730210673,1.2044097403159828,0.6248033403599322,1.347547296761505,,,0.000936,BOSVX,ff5,CLEARWATER PAPER CORP ORD
884,-0.0013039391165169908,,0.49120220683454735,1.1555578608451578,,1.1780863519326445,,-0.39973785075782653,0.000936,BOSVX,carhart,CLEARWATER PAPER CORP ORD
884,-0.001848568885880595,,,1.0717200616776927,,,,,0.000936,BOSVX,capm,CLEARWATER PAPER CORP ORD
885,5.7138744132466266e-05,0.19163510086705965,-0.03151047465363416,0.6307935686177657,0.3846129376704843,0.5596456692324903,-0.15816320401063777,-0.1326089601764795,0.000931,BOSVX,full,CONSOLIDATED-TOMOKA LAND CO ORD
885,5.541976401726058e-05,,0.09898511380803675,0.5535373570175861,,0.5483756444447245,,,0.000931,BOSVX,ff3,CONSOLIDATED-TOMOKA LAND CO ORD
885,8.584175747033203e-06,0.26329277148057595,0.018389118461331913,0.6143233139480582,0.4223653220804664,0.5823151960634375,,,0.000931,BOSVX,ff5,CONSOLIDATED-TOMOKA LAND CO ORD
885,7.170714079754166e-05,,0.008330952357102586,0.5542725411927989,,0.5053870052336775,,-0.15119380999615492,0.000931,BOSVX,carhart,CONSOLIDATED-TOMOKA LAND CO ORD
885,-8.823779039990692e-05,,,0.5580132812299061,,,,,0.000931,BOSVX,capm,CONSOLIDATED-TOMOKA LAND CO ORD
886,0.00022092335861266228,-0.12283028185297695,0.47607163378356626,0.817418553015937,0.6476868493864314,0.8223050899652515,0.16969898895829133,0.2564963136723016,0.0009080000000000001,BOSVX,full,HURON CONSULTING GROUP INC ORD
886,0.0003261680344995056,,0.26799037671607434,0.815828554379342,,0.70704999739356,,,0.0009080000000000001,BOSVX,ff3,HURON CONSULTING GROUP INC ORD
886,0.00028831876545096875,-0.2269213565471201,0.3629804048560922,0.8309560810057525,0.5859337441814247,0.764033585075111,,,0.0009080000000000001,BOSVX,ff5,HURON CONSULTING GROUP INC ORD
886,0.00030503455291801024,,0.38561754757160094,0.8148746253682084,,0.7628293673462707,,0.1961796329707533,0.0009080000000000001,BOSVX,carhart,HURON CONSULTING GROUP INC ORD
886,9.492568855164229e-05,,,0.7955306691367152,,,,,0.0009080000000000001,BOSVX,capm,HURON CONSULTING GROUP INC ORD
887,-0.0003868376424932315,0.07576873440927168,0.21201437898491335,1.1049711875631996,0.9832127710721112,1.418804897730871,0.13434573894143761,-0.2105647698617547,0.000906,BOSVX,full,CROSS COUNTRY HEALTHCARE INC ORD
887,-0.00030141636669666814,,0.3430632261060138,1.0480470732389326,,1.4053514116674828,,,0.000906,BOSVX,ff3,CROSS COUNTRY HEALTHCARE INC ORD
887,-0.0003888889223252945,0.09189161732922113,0.33814857204589976,1.1306595328275613,1.0112703802791587,1.495616065658307,,,0.000906,BOSVX,ff5,CROSS COUNTRY HEALTHCARE INC ORD
887,-0.0002689142051357055,,0.1621589441334614,1.0495141649113475,,1.3195657313966362,,-0.30171375696693986,0.000906,BOSVX,carhart,CROSS COUNTRY HEALTHCARE INC ORD
887,-0.0006988805689563974,,,1.0429160842032552,,,,,0.000906,BOSVX,capm,CROSS COUNTRY HEALTHCARE INC ORD
888,3.315094551385473e-05,1.9640638492653038,-0.7611548427916759,1.421587705519936,-2.254471858488574,1.18257035305434,0.5950658170053464,-0.556661644587468,0.000905,BOSVX,full,CIVEO CORP ORD
888,-1.7587200969420907e-05,,0.34015483083819,1.4507442454702308,,1.6432903949005941,,,0.000905,BOSVX,ff3,CIVEO CORP ORD
888,7.443209217666553e-05,1.9459104551715236,-0.39851119484822345,1.521761222354266,-2.2001420237361726,1.4110335323337502,,,0.000905,BOSVX,ff5,CIVEO CORP ORD
888,4.5184324647716675e-05,,-0.009226171062210138,1.4535776441758843,,1.4776122440302721,,-0.5827007163503015,0.000905,BOSVX,carhart,CIVEO CORP ORD
888,-0.0004623500092092198,,,1.4560722628011278,,,,,0.000905,BOSVX,capm,CIVEO CORP ORD
889,3.214332274187055e-05,0.25218001440667204,0.4375679967553654,1.4349076411499602,-1.1130646162419455,0.5357982489758153,0.27113966071335105,-0.34035017849917854,0.000897,BOSVX,full,GENCO SHIPPING & TRADING LTD ORD
889,-3.682241941531806e-05,,0.7692175137871434,1.5289778122994122,,0.7674227351854004,,,0.000897,BOSVX,ff3,GENCO SHIPPING & TRADING LTD ORD
889,3.93379922641662e-05,0.2645632915778643,0.6480157025399923,1.483689775821961,-1.0721791047252482,0.6656695253058316,,,0.000897,BOSVX,ff5,GENCO SHIPPING & TRADING LTD ORD
889,-3.4960806888660384e-06,,0.5837259314267148,1.5304821059115747,,0.6794617350156009,,-0.3093644970117343,0.000897,BOSVX,carhart,GENCO SHIPPING & TRADING LTD ORD
889,-0.00044463086243867896,,,1.418106579527827,,,,,0.000897,BOSVX,capm,GENCO SHIPPING & TRADING LTD ORD
890,5.4319202471259966e-05,-0.4570215509324019,0.9969400252193018,0.5757784102174937,0.30879880282189875,1.0408328235394366,0.024956666962718053,0.04494187216143465,0.000883,BOSVX,full,SOUTHERN NATIONAL BANCORP OF VIRGINIA INC ORD
890,6.805123033800883e-05,,0.802979927902194,0.6116963901488388,,0.995105877921355,,,0.000883,BOSVX,ff3,SOUTHERN NATIONAL BANCORP OF VIRGINIA INC ORD
890,6.519785677566519e-05,-0.4740495927607792,0.9765435994207567,0.5775079562936399,0.2983739277032605,1.0301170202288155,,,0.000883,BOSVX,ff5,SOUTHERN NATIONAL BANCORP OF VIRGINIA INC ORD
890,6.310115626856122e-05,,0.8305316214586923,0.6114729523189709,,1.0081710234700756,,0.04595095750687745,0.000883,BOSVX,carhart,SOUTHERN NATIONAL BANCORP OF VIRGINIA INC ORD
890,-0.00039699822594573106,,,0.5040459718442137,,,,,0.000883,BOSVX,capm,SOUTHERN NATIONAL BANCORP OF VIRGINIA INC ORD
891,0.00014195689931321889,1.0046747113885173,0.196377802261211,1.4604242455356689,-2.093579711272269,1.4142088073696928,0.07212261147414445,-0.40663964869911773,0.0008680000000000001,BOSVX,full,OVERSEAS SHIPHOLDING GROUP INC ORD
891,-1.5493602004802124e-05,,0.8498569458957104,1.5021023021715763,,1.7445475714530838,,,0.0008680000000000001,BOSVX,ff3,OVERSEAS SHIPHOLDING GROUP INC ORD
891,0.0001015272452994714,1.083267794815083,0.41717546432170116,1.4848416249040777,-2.0238995890948535,1.542711712807206,,,0.0008680000000000001,BOSVX,ff5,OVERSEAS SHIPHOLDING GROUP INC ORD
891,1.9404793531112557e-05,,0.6556154283100564,1.5036775557243387,,1.6524373099311644,,-0.32395771615079566,0.0008680000000000001,BOSVX,carhart,OVERSEAS SHIPHOLDING GROUP INC ORD
891,-0.0006478919887567819,,,1.4169872920275486,,,,,0.0008680000000000001,BOSVX,capm,OVERSEAS SHIPHOLDING GROUP INC ORD
892,-0.00024647821867658124,0.36777515767680746,-0.0013507712821525242,0.6470393681199142,0.23661517263411047,1.0934245698638443,0.17196396434437264,0.34387329614152723,0.000862,BOSVX,full,TIPTREE INC ORD
892,-0.0001427956906458411,,-0.07936839022014833,0.6181459669048106,,0.9990913702179893,,,0.000862,BOSVX,ff3,TIPTREE INC ORD
892,-0.00016693748007369513,0.24229640421070248,-0.15972498508013083,0.65771890284107,0.15842017608100878,1.009421578515495,,,0.000862,BOSVX,ff5,TIPTREE INC ORD
892,-0.00017344468640569983,,0.09122132765896397,0.6167625239493908,,1.0799858346049178,,0.2845110360021567,0.000862,BOSVX,carhart,TIPTREE INC ORD
892,-0.0003193830846722061,,,0.6745352440591627,,,,,0.000862,BOSVX,capm,TIPTREE INC ORD
893,0.0003112212875274658,-0.9389331869343489,1.651058111663706,0.9577898582781915,0.4027419807327169,1.349234292851757,-0.3450686904916248,0.3321863022570679,0.000856,BOSVX,full,COMMUNITY TRUST BANCORP INC ORD
893,0.0002763355108512029,,1.100948217710495,0.9818500670033468,,1.1648615202972432,,,0.000856,BOSVX,ff3,COMMUNITY TRUST BANCORP INC ORD
893,0.00028854053037778043,-0.9306425239323198,1.4358724519739492,0.8993611351852067,0.36949067758484105,1.2139620390696066,,,0.000856,BOSVX,ff5,COMMUNITY TRUST BANCORP INC ORD
893,0.00023321468242735007,,1.3409551012366587,0.9799036669717702,,1.2786739383808672,,0.4002855970959953,0.000856,BOSVX,carhart,COMMUNITY TRUST BANCORP INC ORD
893,-0.0003208253490417662,,,0.8259362072166623,,,,,0.000856,BOSVX,capm,COMMUNITY TRUST BANCORP INC ORD
894,0.0003101567763844972,-0.35794790281563427,0.9603022825229661,0.7647497392776681,0.13619875872127388,1.0279756989740845,-0.14347028315437738,0.2540786991738295,0.000853,BOSVX,full,AMERICAN NATIONAL BANKSHARES INC ORD
894,0.00030705714756096297,,0.674216978417129,0.7737480791119388,,0.9217256047820781,,,0.000853,BOSVX,ff3,AMERICAN NATIONAL BANKSHARES INC ORD
894,0.00031626049861816755,-0.3821245180977588,0.810369686410035,0.7362593357831643,0.10080115172588597,0.9372646666901807,,,0.000853,BOSVX,ff5,AMERICAN NATIONAL BANKSHARES INC ORD
894,0.00027659629720471347,,0.8437594948943743,0.7723731287164477,,1.0021234812294613,,0.28276450426828525,0.000853,BOSVX,carhart,AMERICAN NATIONAL BANKSHARES INC ORD
894,-0.00010089756107790437,,,0.6869531061760578,,,,,0.000853,BOSVX,capm,AMERICAN NATIONAL BANKSHARES INC ORD
895,0.00022065897643481212,0.012890583786129617,0.715443803472499,0.6502310468081653,0.027630770869584757,1.016063047458692,-0.17939017500847848,0.015571583725780852,0.000847,BOSVX,full,BCB BANCORP INC ORD
895,0.0001935816222971039,,0.7035127232136092,0.6163466225263952,,0.9897618819611174,,,0.000847,BOSVX,ff3,BCB BANCORP INC ORD
895,0.00018782112787395612,0.054628169833497164,0.685499137628897,0.625542798182716,0.039573407032028725,0.9924409691795312,,,0.000847,BOSVX,ff5,BCB BANCORP INC ORD
895,0.00018978081524132656,,0.724667693785626,0.6161750606329005,,0.9997936707161541,,0.035282446497184476,0.000847,BOSVX,carhart,BCB BANCORP INC ORD
895,-0.000237774649522584,,,0.5269469120585151,,,,,0.000847,BOSVX,capm,BCB BANCORP INC ORD
896,0.00017761331315862368,-0.4682430625709281,0.9641710126817231,0.46706586198574607,0.2016055575285169,0.8355272127641853,-0.18170680765088537,0.2228380445726644,0.000846,BOSVX,full,WATERSTONE FINANCIAL INC (WISCONSIN) ORD
896,0.00016474184748197933,,0.6551885496825547,0.477653248145817,,0.726204622567824,,,0.000846,BOSVX,ff3,WATERSTONE FINANCIAL INC (WISCONSIN) ORD
896,0.00017208837213591728,-0.4752910410272894,0.8258752954552101,0.4345641063243232,0.17518254760725196,0.7500534721933674,,,0.000846,BOSVX,ff5,WATERSTONE FINANCIAL INC (WISCONSIN) ORD
896,0.0001369544455461232,,0.8098508783919248,0.4763989726139621,,0.799546242434068,,0.2579471958725656,0.000846,BOSVX,carhart,WATERSTONE FINANCIAL INC (WISCONSIN) ORD
896,-0.0001973244835683382,,,0.3862417294462348,,,,,0.000846,BOSVX,capm,WATERSTONE FINANCIAL INC (WISCONSIN) ORD
897,0.001442675827902998,0.5833875273991918,0.04168482800351918,0.5784183745044484,0.28090722078307656,1.943426593708396,0.2052873299570675,0.43190292322447554,0.000838,BOSVX,full,DHI GROUP INC ORD
